学校规模分类,学校ID,学校名称,标准部门编码,标准部门,管理部门(原),一级管理部门编码,一级管理部门,二级管理部门,管理项目,产品体系,产品品类,年级序数,科目,产品品牌,学习阶段,留学阶段,针对人群,项目,班级编号,班级名称,班级状态,开课日期,实际开课日期,实际结课日期,标准人数,当前人数,主教学区,教学区,季度,业务归属年,开课财季,开课财年,所属财年,年,月份,财年,财季,财月,班级归属开始季度(四季),班级归属开始季度(分春上春下),期末预收款总额,结转收入(含税),累计结转收入(含税),结课收入,期末预收款余额,当期实现收入(不含税),当期应交销项税,累计实现收入(不含税),累计应交销项税,本月结转课时,共计课时(分钟),当期完成课时(分钟),当期累计完成课时(分钟),未完成课时(分钟),当月全部结束课次,全部结束课次,系统来源,课程产品名称,班容类型,产品分类,产品分类名称
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP17656935221366,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1700,,,,1700,0,,,2,120,120,120,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP17645071785729,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1326.67,,,,1326.67,0,,,2,240,120,240,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP17644178673953,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1700,,,,1700,0,,,2,720,120,600,120,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP17643949571248,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1700,,,,1700,0,,,2,720,120,600,120,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP17644178673953,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,5100,,,,5100,0,,,6,720,360,600,120,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP17643949571248,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,3400,,,,3400,0,,,4,720,240,600,120,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP17644178673953,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1700,,,,1700,0,,,2,720,120,600,120,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP17643949571248,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,3400,,,,3400,0,,,4,720,240,600,120,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP17659667222193,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1588.89,,,,1588.89,0,,,2,1080,120,240,840,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP1765426480894,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1700,,,,1700,0,,,2,720,120,720,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP17659667222193,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1588.89,,,,1588.89,0,,,2,1080,120,240,840,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP1765426480894,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,8500,,,,8500,0,,,10,720,600,720,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP17647556372792,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1700,,,,1700,0,,,2,120,120,120,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP17614676841601,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1588.89,,,,1588.89,0,,,2,1080,120,960,120,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,写作,,,,,,LP17626859172985,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1700,,,,1700,0,,,2,480,120,480,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,写作,,,,,,LP1765856951460,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,3400,,,,3400,0,,,4,1200,240,1200,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,写作,,,,,,LP17650212683448,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1700,,,,1700,0,,,2,960,120,960,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,写作,,,,,,LP17650212683448,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,3400,,,,3400,0,,,4,960,240,960,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,口语,,,,,,LP1761878214188,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1623.07,,,,1623.07,0,,,2,1560,120,1560,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,口语,,,,,,LP1765856951460,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,3400,,,,3400,0,,,4,1200,240,1200,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,口语,,,,,,LP17650212683448,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1700,,,,1700,0,,,2,960,120,960,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,口语,,,,,,LP1757825169764,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,808.33,,,,808.33,0,,,1,720,60,720,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,口语,,,,,,LP17669127652307,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1656.52,,,,1656.52,0,,,2,2760,120,240,2520,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,听力,,,,,,LP1761878214188,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1623.08,,,,1623.08,0,,,2,1560,120,1560,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,听力,,,,,,LP1765856951460,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1700,,,,1700,0,,,2,1200,120,1200,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,听力,,,,,,LP1765856951460,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,3400,,,,3400,0,,,4,1200,240,1200,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,听力,,,,,,LP17650212683448,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,3400,,,,3400,0,,,4,960,240,960,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,听力,,,,,,LP17650212683448,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1700,,,,1700,0,,,2,960,120,960,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,听力,,,,,,LP1757825169764,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,808.33,,,,808.33,0,,,1,720,60,720,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,听力,,,,,,LP17669127652307,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1656.52,,,,1656.52,0,,,2,2760,120,240,2520,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,阅读,,,,,,LP1761878214188,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1623.07,,,,1623.07,0,,,2,1560,120,1560,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,阅读,,,,,,LP1765856951460,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1700,,,,1700,0,,,2,1200,120,1200,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,阅读,,,,,,LP1765856951460,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,3400,,,,3400,0,,,4,1200,240,1200,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,阅读,,,,,,LP17644061932678,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1700,,,,1700,0,,,2,480,120,120,360,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,阅读,,,,,,LP17650212683448,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,1700,,,,1700,0,,,2,960,120,960,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,IELTS,不区分,阅读,,,,,,LP1757825169764,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2025,202512,2026,20263,202607,,,,808.34,,,,808.34,0,,,1,720,60,720,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,写作,,,,,,LP17654431572551,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,850,,,,850,0,,,1,240,60,240,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,写作,,,,,,LP1762398986342,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,1700,,,,1700,0,,,2,480,120,360,120,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,写作,,,,,,LP1766978766229,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,1700,,,,1700,0,,,2,360,120,360,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,写作,,,,,,LP1766978766229,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,1700,,,,1700,0,,,2,360,120,360,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,口语,,,,,,LP1768881489258,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,3400,,,,3400,0,,,4,480,240,240,240,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,听力,,,,,,LP17614646601376,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,1588.88,,,,1588.88,0,,,2,1080,120,1080,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,阅读,,,,,,LP17665720701782,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,1700,,,,1700,0,,,2,360,120,360,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,阅读,,,,,,LP17665720701782,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,3400,,,,3400,0,,,4,360,240,360,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,阅读,,,,,,LP1766978766229,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,1700,,,,1700,0,,,2,360,120,360,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,阅读,,,,,,LP1768881489258,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202602,2026,20263,202609,,,,1700,,,,1700,0,,,2,480,120,480,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,初中,常规体系,IELTS,不区分,阅读,,,,,,LP1768881489258,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202602,2026,20263,202609,,,,1700,,,,1700,0,,,2,480,120,480,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,大学雅思,常规体系,IELTS,不区分,写作,,,,,,LP17668190371242,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,1700,,,,1700,0,,,2,480,120,480,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,大学雅思,常规体系,IELTS,不区分,口语,,,,,,LP17668190371242,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,1700,,,,1700,0,,,2,480,120,480,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,大学雅思,常规体系,IELTS,不区分,听力,,,,,,LP17668190371242,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,1700,,,,1700,0,,,2,480,120,480,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,大学雅思,常规体系,IELTS,不区分,阅读,,,,,,LP17668190371242,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,1700,,,,1700,0,,,2,480,120,480,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,大学雅思,常规体系,IELTS,不区分,听力,,,,,,LP17698262043290,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202602,2026,20263,202609,,,,1628.57,,,,1628.57,0,,,2,1680,120,720,960,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,大学雅思,常规体系,IELTS,不区分,听力,,,,,,LP17698262043290,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202602,2026,20263,202609,,,,1628.57,,,,1628.57,0,,,2,1680,120,720,960,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,大学雅思,常规体系,IELTS,不区分,阅读,,,,,,LP17698262043290,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202602,2026,20263,202609,,,,1628.57,,,,1628.57,0,,,2,1680,120,720,960,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,大学雅思,常规体系,IELTS,不区分,阅读,,,,,,LP17698262043290,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202602,2026,20263,202609,,,,1628.57,,,,1628.57,0,,,2,1680,120,720,960,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,大学雅思,常规体系,IELTS,不区分,阅读,,,,,,LP17698262043290,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202602,2026,20263,202609,,,,3257.14,,,,3257.14,0,,,4,1680,240,720,960,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,大学雅思,常规体系,IELTS,不区分,写作,,,,,,LP17698262043290,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202603,2026,20264,202610,,,,3257.15,,,,3257.15,0,,,4,1680,240,1680,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,大学雅思,常规体系,IELTS,不区分,写作,,,,,,LP17698262043290,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202603,2026,20264,202610,,,,3257.14,,,,3257.14,0,,,4,1680,240,1680,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,大学雅思,常规体系,IELTS,不区分,听力,,,,,,LP17698262043290,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202603,2026,20264,202610,,,,3257.14,,,,3257.14,0,,,4,1680,240,1680,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,大学雅思,常规体系,IELTS,不区分,听力,,,,,,LP17698262043290,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202603,2026,20264,202610,,,,3257.15,,,,3257.15,0,,,4,1680,240,1680,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,,,,,,,LP17645028015154,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,0.66,,,,0.66,0,,,0,240,0,240,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,,,,,,,LP17645071785729,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,0.66,,,,0.66,0,,,0,240,0,240,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP17645720035100,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,1700,,,,1700,0,,,2,1440,120,1200,240,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP17669216343130,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,1700,,,,1700,0,,,2,240,120,120,120,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP17645720035100,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,1700,,,,1700,0,,,2,1440,120,1200,240,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP176887658828,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,1700,,,,1700,0,,,2,480,120,360,120,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP17645720035100,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,3400,,,,3400,0,,,4,1440,240,1200,240,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP176887658828,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,1275,,,,1275,0,,,1.5,480,90,360,120,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP1757658023818,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,1588.88,,,,1588.88,0,,,2,1080,120,1080,0,,,高端,,,10202,1对1课时包
NULL,1248,香港国际教育,30,国外考试部,,2200037560,香港国际教育培训中心,,高中,常规体系,DSE,不区分,英语,,,,,,LP176887658828,,,,,,,,香港国际教育旺角留学考试中心,香港国际教育旺角留学考试中心,"寒假,春季,暑假,秋季",,,,,2026,202601,2026,20263,202608,,,,2125,,,,2125,0,,,2.5,480,150,360,120,,,高端,,,10202,1对1课时包
