rid,start,finish,answer_duration,ip,client_type,Q1,Q1_分中心编码,Q1_分中心,Q13__1,Q13__2,Q13__3,Q13__4,Q13__5,Q13__6,Q13__7,Q13__8,Q13__9,Q13__10,Q13__11,Q2__1,Q5__1,Q6__1,Q7__1,Q8__1,Q9__1,Q10__1,Q11__1,Q12__1,Q13__1__open2,Q13__2__open2,Q13__3__open2,Q13__4__open2,Q13__5__open2,Q13__6__open2,Q13__7__open2,Q13__8__open2,Q13__9__open2,Q13__10__open2,Q13__11__open2,Q2__1__open2,Q5__1__open2,Q6__1__open2,Q7__1__open2,Q8__1__open2,Q9__1__open2,Q10__1__open2,Q11__1__open2,Q12__1__open2,Q16__1,Q19__1,Q13__1_题项,Q13__2_题项,Q13__3_题项,Q13__4_题项,Q13__5_题项,Q13__6_题项,Q13__7_题项,Q13__8_题项,Q13__9_题项,Q13__10_题项,Q13__11_题项,Q2__1_题项,Q5__1_题项,Q6__1_题项,Q7__1_题项,Q8__1_题项,Q9__1_题项,Q10__1_题项,Q11__1_题项,Q12__1_题项,Q16__1_题项,Q19__1_题项
1533760,2026-04-08 11:14:59,2026-04-14 22:58:28,6天11时43分29秒,180.164.108.221,pc,1,1,上海,4,4,3,3,4,4,5,3,5,5,3.0,3.0,3,4,3,5,3,3,3,3,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,暂无,暂无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533762,2026-04-08 11:32:25,2026-04-08 11:39:02,6分36秒,61.135.212.183,pc,2,2,北京,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4,5,5,5,5,5,4,5,还可以,还可以,还可以,还可以,还可以,还可以,还可以,还可以,还可以,还可以,还可以,还可以,,,,,,,,,暂时没有,暂无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533763,2026-04-08 11:39:20,2026-04-08 11:45:48,6分28秒,58.248.66.54,iPhone,6,6,广州,5,4,3,5,4,5,4,5,4,3,4.0,4.0,4,4,4,5,5,5,5,5,无,课程进度太慢，一直让学生约课，学生主动性差，经常课程上不完。,没怎么签约，可直申院校少,服务还不错,教学反馈缺失,服务不错,中后期联动性有待加强,服务慢慢上来了，录取也不错，老师很负责,专业度一般,提供给学生的有效信息少,偶尔出现课上不完情况。,基本符合,还行,,,,,响应及时,,,直申合作院校有待开发更多，专门学校开发宣传可加强,混申合同上线,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533765,2026-04-08 13:53:18,2026-04-08 15:26:42,1时33分23秒,111.59.8.190,pc,26,26,南宁,4,5,4,5,5,5,4,4,5,5,4.0,4.0,3,4,5,5,5,5,5,5,开班时间太少,挺好,难度比较高，没有针对性的产品可以让客户觉得比较稳,很棒,很棒,很棒,评估的时候定校有点高，可以评估的时候给出相对冲稳保的建议,评估的时候定校有点高，可以评估的时候给出相对冲稳保的建议,很棒,很棒,合同分的太详细。客户需要签多个合同。,需要线下签约基地。不要仅仅局限于寒暑假。最好可以打包日语+EJU+英语。类似其他竞品。,竞品有线下，价格便宜。对于想要再内地呆久一点的学生来说，我们没有方案,大学院线下塾不是非常清晰,不错,,,,,,沟通基本都是私下跟学生沟通，服务内容和过程家长和顾问都看不到。家长来问的时候前期顾问一脸懵逼。最好能公开交流,精英计划+直申打包合同。,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533766,2026-04-08 14:12:04,2026-04-08 14:17:58,5分54秒,61.181.103.242,pc,12,12,天津,5,4,4,5,4,5,5,4,5,5,5.0,5.0,5,5,5,5,5,5,5,5,课程安排合理，开课频次多选择多,希望结合学生感受度进行消课，不要太快~,希望沟通频次稍多一些，沟通记录可以在群里留痕， 前期老师能同步了解~ ,粘性高，互动性强,有问题相应速度较快,性价比高,录取率高,服务细致,录取率高,录取率高,教师专业度高,优秀,优秀,优秀,优秀,优秀,优秀,优秀,优秀,优秀,优秀,优秀,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533770,2026-04-08 14:39:17,2026-04-08 14:53:51,14分34秒,61.181.103.242,pc,12,12,天津,5,5,3,4,4,5,5,5,4,4,4.0,4.0,5,5,4,5,5,5,5,5,能满足学生的初次接触EJU的课程和拔高课程,老师跟进的很及时，在服务上给学生的体验感非常好,感觉这个比较适合学霸，但学霸又不想花这个费用,只有线上辅导，往往是家长不报名的最大因素,暂不了解,非常好,非常好，老师都比较负责,非常好，老师都比较负责,希望能有个抓手，比如手册,希望能有个抓手，比如手册,希望学管能快速的匹配，和跟进学生,希望能在旁听、直申、SGU上能有个大合同，或者补充合同,认可,满足,需要个SGU的册子，因为竞品有手册,是的,是的,是的,是的,是的,暂无,暂无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533787,2026-04-08 15:36:40,2026-04-08 15:39:15,2分34秒,59.49.34.124,iPhone,20,20,太原,4,4,4,4,4,3,4,3,4,4,4.0,5.0,4,5,5,5,5,5,5,5,好,好,好,好,好,不详,好,结果一般,好,好,好,贴合,除了贵,好,满意,满意,高效,满意,会,优秀,无,无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533789,2026-04-08 15:37:14,2026-04-08 15:54:07,16分53秒,218.27.37.98,pc,29,29,长春,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5,5,5,5,5,5,5,5,无,无,无,无,无,无,无,无,无,无,无,无,无,无,老师们很给力  会拓展来支持我们促签  ,无,无,无,无,无,无,无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533797,2026-04-08 15:41:51,2026-04-08 15:45:51,4分,122.227.181.106,pc,41,41,宁波,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5,5,5,5,5,5,5,5,老师负责,规划合理,挺好,好,好,好,好,好,好,好,好,好,好,好,好,好,挺好,好,好,好,无,无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533800,2026-04-08 15:43:57,2026-04-08 15:46:40,2分43秒,42.94.215.113,iPhone,36,36,兰州,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5,5,5,5,5,5,5,5,学生满意,服务到位,暂无体验,服务到位,暂无接触,暂无接触,录取率高,暂无接触,暂无接触,评估到位,学生满意,学生满意,非常认可,培训到位,,,服务到位,解决问题迅速,非常及时,,暂无,暂无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533802,2026-04-08 15:45:27,2026-04-08 15:51:32,6分4秒,60.208.101.226,pc,16,16,济南,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5,5,5,5,5,3,5,5,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533805,2026-04-08 15:47:07,2026-04-10 17:10:55,2天1时23分47秒,27.185.2.203,pc,18,18,石家庄,4,4,4,5,4,4,4,4,4,4,3.0,4.0,4,4,4,5,4,4,4,5,线上课程老师很负责 学生家长比较满意,学生顺利进行中,暂无,一对一以及班课的老师都认真负责 课程安排合理,暂无,暂无,中后期老师配合度高，有问题可以及时解决,有关于学生的各种问题可以积极给到帮助,暂无,暂无 ,学生具体报考的课时安排没有说明的很清楚 前端口不太能很好展示给家长,符合的，另外对于艺术类学生，比如学部音乐有一些不了解，对于学校的考学内容或者后续的上课内容想要更清楚的了解具体安排。,,,,,,,,,音乐部分可以有一些支持,无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533809,2026-04-08 15:50:54,2026-04-08 15:56:18,5分24秒,218.28.159.54,iPhone,35,35,洛阳,4,4,3,4,5,5,5,4,4,4,4.0,5.0,5,5,4,4,4,4,4,5,很好,很细致,学校有限,价位好多接受不了,很好,挺不错,很好,录取率有风险,挺好,很细致,很好,,,,,,,,,,暂无,暂无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533810,2026-04-08 15:53:32,2026-04-10 17:48:14,2天1时54分42秒,221.224.34.222,pc,21,21,苏州,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5,5,5,5,5,5,5,5,设置合理,服务细致,规划详细,指导规划合理,很好,解决家长需求和顾虑,很好,很好,很好,很好,很好,很好,很满意,培训很细致,很好,很好,很好,很好,可以,可以,暂无,暂无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533814,2026-04-08 15:55:33,2026-04-08 16:08:51,13分17秒,61.169.146.59,pc,1,1,上海,4,3,3,5,3,3,4,4,3,3,3.0,4.0,4,4,5,5,4,4,4,5,课程灵活排课多,中期项目，家长认为价值和费用不匹配，AI完全可以取代,不能延期申请，学生觉得费用贵,学生反馈和上课都比较不错，老师们也会及时协助好评,境外的服务跟进不是特别及时，家长很多主要沟通还是联系国内负责老师，处理问题较慢，中途退费多,家长认为可以直接去日本考试，认为香港考团的费用贵，完全可以自己去操作,项目流程清晰服务内容明确,项目流程清晰服务内容明确,价格同比竞对费用高，案例和数据少,价格同比竞对费用高，案例和数据少,课程过程中需要只有学生了解授课情况，导致有学生上课后反馈课程无效或无法续费，需要中途教务老师和学生确认授课情况，避免客诉,,,,,,,,,,新产品和老产品的数据支持可以多一下，项目都是符合日本留学需求的，可以开设一些diy性质的课程针对不同需求学生规划,大学院项目可以出多课时的集英计划协议，方便规划时和学生说明,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533816,2026-04-08 15:57:16,2026-04-08 16:03:34,6分17秒,61.135.212.184,pc,2,2,北京,5,5,4,4,4,5,5,4,4,4,5.0,4.0,5,4,4,5,4,5,5,5,学生反馈教的好,规划老师负责 学生满意,满足不同学生的需求,负责 专业,退费减少,负责,申请成功率高,无,无,无,导师数量多 可满足不同专业的学生,,,,,,,,,,希望产品更多元化满足不同群体的客户,期待更多的成功案例,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
